coral_number,first_seen_year,years_since,display_year,opacity_pct,fade_label,length,width,height,died_this_year,volume_cm3,status
LTER1_BR_T01_Poc_3.02_43_60,2014,2,2016,67,Year +2,1.4,1.1,0.8,0,0.6969099703213355,Surviving
LTER1_BR_T01_Poc_3.02_43_60,2014,3,2017,50,Year +3,2.8,1.9,0.8,0,3.22643504778396,Surviving
LTER1_BR_T01_Poc_3.02_43_60,2014,4,2018,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_3.02_43_60,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.04_39_58,2016,0,2016,100,Year +0,0.8,0.8,0.9,0,0.30300855069346005,Recruited
LTER1_BR_T01_Poc_3.04_39_58,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_3.04_39_58,2016,2,2018,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.04_39_58,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.04_39_58,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.04_39_58,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.2_75_30,2018,0,2018,100,Year +0,2.5,2.1,1,0,3.40564157686929,Recruited
LTER1_BR_T01_Poc_3.2_75_30,2018,1,2019,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_3.2_75_30,2018,2,2020,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.2_75_30,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.2_75_30,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.2_75_30,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.73_33_47,2015,0,2015,100,Year +0,3,1.3,2.7,0,6.651643704822834,Recruited
LTER1_BR_T01_Poc_3.73_33_47,2015,1,2016,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_3.73_33_47,2015,2,2017,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.73_33_47,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.73_33_47,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.73_33_47,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_3.98_16_40,2024,0,2024,100,Year +0,1.4,1.4,1,0,1.0641078523936982,Recruited
LTER1_BR_T01_Poc_3.9_7_39,2022,0,2022,100,Year +0,1.9,1.3,1.3,0,1.7671458676442584,Recruited
LTER1_BR_T01_Poc_3.9_7_39,2022,1,2023,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_3.9_7_39,2022,2,2024,67,Year +2,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T01_Poc_4.07_18_65,2022,0,2022,100,Year +0,1.7,1.7,1.4,0,2.1446605848506315,Recruited
LTER1_BR_T01_Poc_4.07_18_65,2022,1,2023,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_4.07_18_65,2022,2,2024,67,Year +2,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T01_Poc_4.2_61_40,2023,0,2023,100,Year +0,4,2.8,2.8,0,17.157284678805052,Recruited
LTER1_BR_T01_Poc_4.2_61_40,2023,1,2024,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_4.43_95_38,2015,0,2015,100,Year +0,1,0.8,0.8,0,0.3408434103672482,Recruited
LTER1_BR_T01_Poc_4.43_95_38,2015,1,2016,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_4.43_95_38,2015,2,2017,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_4.43_95_38,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_4.43_95_38,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_4.43_95_38,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_4.5_50_30,2022,0,2022,100,Year +0,2.1,1.9,2.6,0,5.575279762570684,Recruited
LTER1_BR_T01_Poc_4.5_50_30,2022,1,2023,83,Year +1,5.5,2.2,4.3,0,33.510321638291124,Surviving
LTER1_BR_T01_Poc_4.5_50_30,2022,2,2024,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_4.92_42_68,2013,0,2013,100,Year +0,14,7.3,13.9,0,845.7905891662791,Recruited
LTER1_BR_T01_Poc_4.92_42_68,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Poc_4.92_42_68,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_4.92_42_68,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_4.92_42_68,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_4.92_42_68,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Poc_4_40_5,2023,0,2023,100,Year +0,15.1,9.6,9.1,0,748.832972576844,Recruited
LTER1_BR_T01_Poc_4_40_5,2023,1,2024,83,Year +1,1.7,1.5,1.4,0,1.8875929785791112,Surviving
LTER1_BR_T01_Por_0.02_51_65,2014,0,2014,100,Year +0,0.9,0.8,0.5,0,0.1032459215290868,Recruited
LTER1_BR_T01_Por_0.02_51_65,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.02_51_65,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.02_51_65,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.02_51_65,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.02_51_65,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.05_45_59,2015,0,2015,100,Year +0,2,1.2,1.1,0,0.7709216268795178,Recruited
LTER1_BR_T01_Por_0.05_45_59,2015,1,2016,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.05_45_59,2015,2,2017,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.05_45_59,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.05_45_59,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.05_45_59,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.09_56_62,2013,0,2013,100,Year +0,3,1.6,4,0,6.16737301503614,Recruited
LTER1_BR_T01_Por_0.09_56_62,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.09_56_62,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.09_56_62,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.09_56_62,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.09_56_62,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.14_23_74,2013,0,2013,100,Year +0,11.1,9.9,11.7,0,339.0377993821447,Recruited
LTER1_BR_T01_Por_0.14_23_74,2013,1,2014,83,Year +1,13.3,12,12,0,503.18925408760094,Surviving
LTER1_BR_T01_Por_0.14_23_74,2013,2,2015,67,Year +2,16.8,13.3,13.1,0,781.7287831780554,Surviving
LTER1_BR_T01_Por_0.14_23_74,2013,3,2016,50,Year +3,19,10.8,13.4,0,781.7287831780554,Surviving
LTER1_BR_T01_Por_0.14_23_74,2013,4,2017,33,Year +4,20,11.7,15.7,0,1032.6184668888384,Surviving
LTER1_BR_T01_Por_0.14_23_74,2013,5,2018,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.15_95_0,2018,0,2018,100,Year +0,2,1.5,1.5,0,1.2120342027738402,Recruited
LTER1_BR_T01_Por_0.15_95_0,2018,1,2019,83,Year +1,4,4,3,0,12.905740191135845,Surviving
LTER1_BR_T01_Por_0.15_95_0,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.15_95_0,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.15_95_0,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.15_95_0,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.25_35_0,2018,0,2018,100,Year +0,3.2,5,3.5,0,15.529677884857742,Recruited
LTER1_BR_T01_Por_0.25_35_0,2018,1,2019,83,Year +1,7.5,9,5,0,96.3652033599397,Surviving
LTER1_BR_T01_Por_0.25_35_0,2018,2,2020,67,Year +2,13.5,11,8,0,332.8548929367658,Surviving
LTER1_BR_T01_Por_0.25_35_0,2018,3,2021,50,Year +3,2.6,2.2,1.7,0,2.6628391434941276,Surviving
LTER1_BR_T01_Por_0.25_35_0,2018,4,2022,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.25_35_0,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.27_43_52,2014,0,2014,100,Year +0,1.9,1.1,1.7,0,1.006696216276707,Recruited
LTER1_BR_T01_Por_0.27_43_52,2014,1,2015,83,Year +1,2.3,1.8,2.2,0,2.424524130407923,Surviving
LTER1_BR_T01_Por_0.27_43_52,2014,2,2016,67,Year +2,2.5,1.2,1.4,0,1.2862203922572208,Surviving
LTER1_BR_T01_Por_0.27_43_52,2014,3,2017,50,Year +3,2.3,1.3,1,0,0.9437964892895556,Surviving
LTER1_BR_T01_Por_0.27_43_52,2014,4,2018,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.27_43_52,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.28_37_0,2013,0,2013,100,Year +0,24.2,13.6,8.4,0,956.1604792808724,Recruited
LTER1_BR_T01_Por_0.28_37_0,2013,1,2014,83,Year +1,17.3,14.7,6.5,0,553.3336106949495,Surviving
LTER1_BR_T01_Por_0.28_37_0,2013,2,2015,67,Year +2,22.8,16.1,6,0,877.6955278697651,Surviving
LTER1_BR_T01_Por_0.28_37_0,2013,3,2016,50,Year +3,23.8,13.2,6.8,0,814.7552995476937,Surviving
LTER1_BR_T01_Por_0.28_37_0,2013,4,2017,33,Year +4,15.2,10,3.8,0,236.4824173716094,Surviving
LTER1_BR_T01_Por_0.28_37_0,2013,5,2018,17,Year +5,19.2,6.2,6.2,0,305.9610272263226,Surviving
LTER1_BR_T01_Por_0.29_43_17,2013,0,2013,100,Year +0,13.2,10.5,16.8,0,644.1246687563322,Recruited
LTER1_BR_T01_Por_0.29_43_17,2013,1,2014,83,Year +1,12.2,3.8,6.3,0,107.52747598361668,Surviving
LTER1_BR_T01_Por_0.29_43_17,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.29_43_17,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.29_43_17,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.29_43_17,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.2_42_0,2014,0,2014,100,Year +0,9.5,4.1,7,0,84.7630398908448,Recruited
LTER1_BR_T01_Por_0.2_42_0,2014,1,2015,83,Year +1,7.8,2,6.7,0,43.556873145083486,Surviving
LTER1_BR_T01_Por_0.2_42_0,2014,2,2016,67,Year +2,6.7,4,3.3,0,26.606574819291335,Surviving
LTER1_BR_T01_Por_0.2_42_0,2014,3,2017,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.2_42_0,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.2_42_0,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.2_61_0,2019,0,2019,100,Year +0,12,5,12,0,236.4824173716094,Recruited
LTER1_BR_T01_Por_0.2_61_0,2019,1,2020,83,Year +1,12,7.5,12,0,303.06551630099034,Surviving
LTER1_BR_T01_Por_0.2_61_0,2019,2,2021,67,Year +2,6.6,2.4,3.4,0,18.487147998635763,Surviving
LTER1_BR_T01_Por_0.2_61_0,2019,3,2022,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.2_61_0,2019,4,2023,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.2_61_0,2019,5,2024,17,Year +5,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T01_Por_0.2_63_0,2021,0,2021,100,Year +0,2,1.1,2.3,0,1.5268140296446395,Recruited
LTER1_BR_T01_Por_0.2_63_0,2021,1,2022,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.2_63_0,2021,2,2023,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.2_63_0,2021,3,2024,50,Year +3,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T01_Por_0.58_65_10,2015,0,2015,100,Year +0,1.8,1.4,3.3,0,2.6628391434941254,Recruited
LTER1_BR_T01_Por_0.58_65_10,2015,1,2016,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.58_65_10,2015,2,2017,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.58_65_10,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.58_65_10,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.58_65_10,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.63_65_15,2015,0,2015,100,Year +0,7.2,5.1,8.9,0,92.38733619525684,Recruited
LTER1_BR_T01_Por_0.63_65_15,2015,1,2016,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.63_65_15,2015,2,2017,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.63_65_15,2015,3,2018,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.63_65_15,2015,4,2019,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.63_65_15,2015,5,2020,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.66_16_0,2018,0,2018,100,Year +0,2,2.1,1.1,0,1.363373641468992,Recruited
LTER1_BR_T01_Por_0.66_16_0,2018,1,2019,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.66_16_0,2018,2,2020,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.66_16_0,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.66_16_0,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.66_16_0,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.69_58_0,2013,0,2013,100,Year +0,20.6,16.2,17.1,0,1518.3474277469409,Recruited
LTER1_BR_T01_Por_0.69_58_0,2013,1,2014,83,Year +1,21.4,14.6,15.3,0,1309.0521786665722,Surviving
LTER1_BR_T01_Por_0.69_58_0,2013,2,2015,67,Year +2,14.1,11.3,8.2,0,367.8092903018831,Surviving
LTER1_BR_T01_Por_0.69_58_0,2013,3,2016,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.69_58_0,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.69_58_0,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.71_49_0,2018,0,2018,100,Year +0,2,2.1,1,0,1.2862203922572208,Recruited
LTER1_BR_T01_Por_0.71_49_0,2018,1,2019,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.71_49_0,2018,2,2020,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.71_49_0,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.71_49_0,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.71_49_0,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_69_29,2014,0,2014,100,Year +0,2,1.6,0.3,0,0.5751732549947313,Recruited
LTER1_BR_T01_Por_0.74_69_29,2014,1,2015,83,Year +1,1.8,0.9,1.5,0,0.7183775201208662,Surviving
LTER1_BR_T01_Por_0.74_69_29,2014,2,2016,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.74_69_29,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_69_29,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_69_29,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_70_30,2013,0,2013,100,Year +0,3.5,1.5,4.2,0,7.550371914316445,Recruited
LTER1_BR_T01_Por_0.74_70_30,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.74_70_30,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_70_30,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_70_30,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_70_30,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_71_29,2014,0,2014,100,Year +0,1.1,0.6,0.8,0,0.15150427534673003,Recruited
LTER1_BR_T01_Por_0.74_71_29,2014,1,2015,83,Year +1,3.9,1.2,3.7,0,6.607738977861556,Surviving
LTER1_BR_T01_Por_0.74_71_29,2014,2,2016,67,Year +2,4.9,1.4,4.8,0,13.260924390190322,Surviving
LTER1_BR_T01_Por_0.74_71_29,2014,3,2017,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.74_71_29,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.74_71_29,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.75_86_0,2013,0,2013,100,Year +0,4.2,4.4,3.4,0,16.755160819145573,Recruited
LTER1_BR_T01_Por_0.75_86_0,2013,1,2014,83,Year +1,4.8,2,3.6,0,10.906989131751942,Surviving
LTER1_BR_T01_Por_0.75_86_0,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.75_86_0,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.75_86_0,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.75_86_0,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.76_64_37,2014,0,2014,100,Year +0,1,0.3,0.7,0,0.07757018897752573,Recruited
LTER1_BR_T01_Por_0.76_64_37,2014,1,2015,83,Year +1,1.8,0.9,1.5,0,0.7183775201208662,Surviving
LTER1_BR_T01_Por_0.76_64_37,2014,2,2016,67,Year +2,2.1,0.9,1.8,0,1.0723302924253155,Surviving
LTER1_BR_T01_Por_0.76_64_37,2014,3,2017,50,Year +3,6.5,7.5,2.7,0,45.16003563322925,Surviving
LTER1_BR_T01_Por_0.76_64_37,2014,4,2018,33,Year +4,9,6.3,5.5,0,87.25591305401554,Surviving
LTER1_BR_T01_Por_0.76_64_37,2014,5,2019,17,Year +5,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.77_74_30,2013,0,2013,100,Year +0,5.4,1.4,5,0,15.931287842015264,Recruited
LTER1_BR_T01_Por_0.77_74_30,2013,1,2014,83,Year +1,2.6,2,0.5,0,1.2862203922572208,Surviving
LTER1_BR_T01_Por_0.77_74_30,2013,2,2015,67,Year +2,2.3,0.5,2,0,1.0723302924253155,Surviving
LTER1_BR_T01_Por_0.77_74_30,2013,3,2016,50,Year +3,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.77_74_30,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.77_74_30,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.79_25_0,2018,0,2018,100,Year +0,4.5,4.2,1.4,0,9.99008040921672,Recruited
LTER1_BR_T01_Por_0.79_25_0,2018,1,2019,83,Year +1,3,4,2,0,7.068583470577034,Surviving
LTER1_BR_T01_Por_0.79_25_0,2018,2,2020,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.79_25_0,2018,3,2021,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.79_25_0,2018,4,2022,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.79_25_0,2018,5,2023,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.82_65_40,2013,0,2013,100,Year +0,5.3,5.1,1.9,0,18.043475606505172,Recruited
LTER1_BR_T01_Por_0.82_65_40,2013,1,2014,83,Year +1,2,0.6,2.3,0,1.1407568953771163,Surviving
LTER1_BR_T01_Por_0.82_65_40,2013,2,2015,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.82_65_40,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.82_65_40,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.82_65_40,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.84_89_25,2013,0,2013,100,Year +0,1.4,0.6,1.3,0,0.34845498516066775,Recruited
LTER1_BR_T01_Por_0.84_89_25,2013,1,2014,83,Year +1,2.3,1.8,1.7,0,1.8918593389728755,Surviving
LTER1_BR_T01_Por_0.84_89_25,2013,2,2015,67,Year +2,3.4,2.9,2.9,0,7.550371914316445,Surviving
LTER1_BR_T01_Por_0.84_89_25,2013,3,2016,50,Year +3,3.3,1.9,2.7,0,4.78064105041129,Surviving
LTER1_BR_T01_Por_0.84_89_25,2013,4,2017,33,Year +4,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.84_89_25,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.85_58_0,2021,0,2021,100,Year +0,7,5.5,2.2,0,30.800436175182117,Recruited
LTER1_BR_T01_Por_0.85_58_0,2021,1,2022,83,Year +1,10.6,7.5,2.3,0,82.31810510446216,Surviving
LTER1_BR_T01_Por_0.85_58_0,2021,2,2023,67,Year +2,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.85_58_0,2021,3,2024,50,Year +3,NA,NA,NA,NA,NA,Surviving
LTER1_BR_T01_Por_0.85_67_40,2014,0,2014,100,Year +0,1.6,0.6,1.7,0,0.5751732549947313,Recruited
LTER1_BR_T01_Por_0.85_67_40,2014,1,2015,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.85_67_40,2014,2,2016,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.85_67_40,2014,3,2017,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.85_67_40,2014,4,2018,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.85_67_40,2014,5,2019,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.87_62_0,2016,0,2016,100,Year +0,2,1.3,1,0,0.7709216268795175,Recruited
LTER1_BR_T01_Por_0.87_62_0,2016,1,2017,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.87_62_0,2016,2,2018,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.87_62_0,2016,3,2019,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.87_62_0,2016,4,2020,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.87_62_0,2016,5,2021,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.8_70_41,2013,0,2013,100,Year +0,3.6,2.3,3.5,0,8.053569730213656,Recruited
LTER1_BR_T01_Por_0.8_70_41,2013,1,2014,83,Year +1,NA,NA,NA,1,NA,Died this year
LTER1_BR_T01_Por_0.8_70_41,2013,2,2015,67,Year +2,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.8_70_41,2013,3,2016,50,Year +3,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.8_70_41,2013,4,2017,33,Year +4,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.8_70_41,2013,5,2018,17,Year +5,NA,NA,NA,0,NA,Surviving
LTER1_BR_T01_Por_0.8_76_37,2013,0,2013,100,Year +0,6.1,2.3,7.1,0,36.10771093483545,Recruited
LTER1_BR_T01_Por_0.8_76_37,2013,1,2014,83,Year +1,1.5,0.4,0.3,0,0.10324592152908676,Surviving
LTER1_BR_T01_Por_0.8_76_37,2013,2,2015,67,Year +2,2.3,0.5,2,0,1.0723302924253155,Surviving
LTER1_BR_T01_Por_0.8_76_37,2013,3,2016,50,Year +3,4.4,4.1,0.4,0,6.8355723191621705,Surviving
LTER1_BR_T01_Por_0.8_76_37,2013,4,2017,33,Year +4,7.5,4.7,1.6,0,25.482505210818,Surviving
LTER1_BR_T01_Por_0.8_76_37,2013,5,2018,17,Year +5,7.5,11.5,4.9,0,132.37274209198426,Surviving
LTER1_BR_T01_Por_0.94_39_5,2019,0,2019,100,Year +0,14,12,7,0,348.4549851606679,Recruited
LTER1_BR_T01_Por_0.94_39_5,2019,1,2020,83,Year +1,18,14,7,0,575.1732549947312,Surviving
LTER1_BR_T01_Por_0.94_39_5,2019,2,2021,67,Year +2,6.9,9.3,11.4,0,203.86004168654412,Surviving
LTER1_BR_T01_Por_0.94_39_5,2019,3,2022,50,Year +3,16.6,13.3,10.3,0,629.9165541810846,Surviving
LTER1_BR_T01_Por_0.94_39_5,2019,4,2023,33,Year +4,15.7,10.1,13,0,566.3697366774827,Surviving
